Image_Index,Gender,Hair_Color,Hair_Type
152,male,n/a,straight
154,female,n/a,n/a
156,female,blond,straight
157,male,black,n/a
159,male,black,n/a
160,female,black,straight
164,female,brown,wavy
165,male,n/a,n/a
169,female,brown,n/a
170,male,brown,straight
171,female,brown,wavy
172,female,black,n/a
173,female,n/a,n/a
175,female,n/a,n/a
177,female,brown,wavy
178,female,black,n/a
179,female,brown,n/a
180,male,black,n/a
182,female,n/a,straight
184,female,n/a,wavy
185,female,n/a,straight
186,male,black,straight
187,male,brown,straight
190,female,blond,straight
194,male,n/a,n/a
195,male,n/a,n/a
197,female,brown,n/a
199,male,brown,n/a
202,male,n/a,n/a
203,female,black,n/a
204,male,brown,n/a
205,male,black,n/a
206,female,n/a,wavy
207,female,brown,straight
208,male,gray,bald
209,male,n/a,n/a
211,male,black,straight
212,male,gray,n/a
213,male,black,straight
214,male,brown,n/a
215,female,black,straight
217,female,blond,n/a
218,female,brown,wavy
221,female,brown,n/a
222,male,blond,straight
224,female,brown,straight
225,male,bald,bald
227,female,blond,straight
230,female,n/a,wavy
231,female,n/a,wavy
232,female,black,n/a
234,male,brown,n/a
235,female,n/a,n/a
237,female,brown,wavy
238,female,blond,straight
240,female,brown,n/a
241,male,black,n/a
242,female,brown,wavy
243,male,n/a,straight
244,male,black,n/a
247,male,n/a,n/a
248,female,n/a,n/a
251,female,gray,wavy
253,female,n/a,n/a
254,male,n/a,n/a
255,female,black,straight
256,female,n/a,wavy
257,female,n/a,wavy
259,female,black,wavy
260,male,brown,straight
261,female,black,wavy
262,female,brown,wavy
266,female,brown,straight
267,female,brown,wavy
268,female,black,wavy
269,female,brown,straight
270,female,blond,wavy
272,female,n/a,wavy
273,male,n/a,straight
274,female,n/a,straight
276,male,brown,wavy
277,female,blond,wavy
280,female,brown,wavy
281,male,n/a,straight
283,male,black,n/a
284,female,black,straight
285,male,black,straight
286,female,blond,wavy
287,female,n/a,n/a
288,female,black,straight
289,female,n/a,wavy
290,female,blond,wavy
293,male,black,n/a
295,female,brown,wavy
296,male,black,straight
299,male,black,n/a
300,female,brown,n/a
301,female,blond,n/a
302,female,black,wavy
303,female,n/a,wavy
304,female,brown,wavy
305,male,gray,bald
306,male,brown,n/a
311,female,brown,wavy
312,male,gray,straight
314,female,black,straight
316,female,blond,n/a
317,male,n/a,straight
318,female,n/a,straight
319,male,black,straight
320,male,black,n/a
321,female,blond,n/a
322,female,n/a,wavy
323,male,black,n/a
324,female,blond,wavy
325,female,blond,wavy
327,female,brown,wavy
328,male,brown,wavy
331,female,black,wavy
335,male,black,n/a
336,female,brown,straight
339,male,black,n/a
341,female,black,straight
344,female,n/a,n/a
345,male,black,straight
347,female,blond,wavy
348,female,black,wavy
349,male,black,n/a
350,female,blond,n/a
351,male,brown,n/a
353,female,black,wavy
354,male,black,n/a
355,female,black,n/a
356,female,blond,wavy
357,male,n/a,n/a
358,female,brown,straight
359,male,n/a,n/a
360,female,n/a,n/a
361,male,black,n/a
363,female,n/a,n/a
365,male,n/a,n/a
366,male,black,n/a
367,male,n/a,n/a
368,female,black,wavy
369,male,black,straight
370,female,blond,n/a
371,female,n/a,wavy
376,male,n/a,wavy
379,male,brown,straight
380,female,n/a,n/a
381,female,blond,wavy
383,female,brown,n/a
384,male,n/a,n/a
385,male,bald,bald
386,female,brown,wavy
387,female,brown,wavy
388,male,brown,straight
390,female,brown,wavy
392,male,n/a,n/a
393,female,black,n/a
395,female,brown,wavy
396,female,n/a,wavy
399,male,n/a,n/a
401,male,bald,bald
402,male,n/a,n/a
403,female,brown,wavy
404,male,n/a,n/a
406,female,brown,wavy
408,male,black,n/a
410,female,n/a,wavy
411,female,brown,straight
413,male,n/a,n/a
414,female,brown,straight
415,male,n/a,n/a
419,female,blond,wavy
420,female,blond,wavy
422,female,n/a,n/a
423,female,n/a,n/a
426,male,black,n/a
427,male,brown,n/a
429,male,black,n/a
430,female,blond,n/a
431,female,blond,wavy
433,male,n/a,n/a
434,female,black,n/a
435,female,brown,wavy
436,male,n/a,n/a
437,male,n/a,n/a
438,male,black,n/a
440,female,n/a,wavy
441,female,blond,n/a
444,female,brown,wavy
446,male,n/a,n/a
447,male,n/a,n/a
448,male,gray,n/a
449,male,n/a,n/a
451,male,black,straight
454,female,black,wavy
455,male,black,n/a
456,female,n/a,wavy
457,female,n/a,n/a
459,male,n/a,wavy
460,male,black,n/a
461,female,n/a,wavy
462,female,n/a,wavy
463,female,n/a,n/a
465,female,brown,straight
466,female,n/a,wavy
468,female,brown,wavy
469,female,brown,n/a
470,female,blond,straight
471,female,brown,wavy
472,male,brown,wavy
473,male,brown,n/a
475,female,blond,wavy
477,female,blond,wavy
478,male,n/a,n/a
479,female,brown,straight
483,female,black,n/a
485,male,black,straight
487,female,n/a,n/a
488,female,black,n/a
489,male,black,wavy
491,female,blond,wavy
492,female,n/a,straight
493,female,n/a,straight
494,female,brown,n/a
495,female,n/a,n/a
496,female,blond,wavy
498,female,blond,straight
499,male,gray,n/a
500,male,n/a,n/a
501,female,black,n/a
502,female,blond,straight
503,female,brown,straight
505,female,brown,straight
506,female,black,n/a
509,female,blond,wavy
510,male,n/a,n/a
512,female,blond,straight
513,female,brown,n/a
514,male,black,n/a
515,female,blond,straight
521,female,black,straight
522,female,blond,straight
523,female,black,n/a
525,male,black,n/a
526,female,brown,wavy
527,female,blond,wavy
530,female,black,wavy
531,female,brown,n/a
533,male,n/a,straight
535,male,black,n/a
536,male,black,n/a
538,female,black,straight
539,female,black,n/a
540,female,brown,wavy
541,male,brown,n/a
544,male,n/a,wavy
546,female,n/a,n/a
547,female,black,straight
548,female,brown,wavy
550,female,n/a,n/a
551,male,brown,n/a
552,female,brown,wavy
555,female,n/a,wavy
558,male,black,n/a
560,male,brown,straight
561,female,gray,n/a
562,male,blond,straight
563,male,black,wavy
564,female,brown,straight
566,female,blond,wavy
568,male,black,n/a
569,female,black,straight
570,male,black,n/a
573,female,n/a,n/a
574,male,gray,n/a
575,female,n/a,n/a
577,male,gray,n/a
579,female,n/a,n/a
581,female,blond,wavy
585,male,black,straight
586,male,n/a,n/a
587,female,blond,wavy
588,female,black,wavy
589,male,brown,n/a
593,female,brown,n/a
595,male,gray,n/a
600,female,n/a,n/a
606,female,brown,n/a
607,male,gray,straight
608,female,brown,wavy
609,female,black,wavy
611,female,black,n/a
612,female,brown,wavy
614,female,blond,wavy
615,female,black,wavy
616,male,black,straight
617,female,n/a,n/a
618,male,black,n/a
620,female,n/a,wavy
624,male,black,wavy
629,male,black,straight
630,female,black,straight
632,female,black,straight
633,female,blond,straight
635,male,black,n/a
636,male,n/a,n/a
637,female,black,straight
639,female,black,wavy
640,female,n/a,n/a
641,female,blond,n/a
642,female,brown,n/a
644,female,black,wavy
646,female,black,n/a
647,female,n/a,n/a
648,male,black,straight
649,female,brown,straight
651,male,black,straight
652,female,n/a,straight
653,male,n/a,n/a
654,male,black,straight
655,female,blond,wavy
658,male,n/a,straight
659,male,black,straight
660,male,n/a,straight
661,male,brown,wavy
662,female,black,straight
664,female,n/a,n/a
666,female,blond,wavy
667,female,black,n/a
668,female,black,n/a
669,male,brown,n/a
670,male,black,n/a
671,male,n/a,n/a
672,female,n/a,n/a
675,female,n/a,wavy
676,male,gray,n/a
677,female,n/a,wavy
679,female,blond,n/a
682,male,black,n/a
684,male,brown,wavy
685,male,black,n/a
687,male,brown,n/a
691,female,blond,wavy
692,female,blond,wavy
695,male,n/a,n/a
696,male,n/a,n/a
697,female,n/a,wavy
699,male,black,n/a
700,female,n/a,wavy
702,female,n/a,straight
703,female,n/a,wavy
706,female,black,wavy
707,female,brown,n/a
709,male,n/a,n/a
710,female,n/a,wavy
711,male,n/a,wavy
714,female,blond,wavy
715,female,black,wavy
717,female,n/a,n/a
718,female,gray,n/a
720,female,blond,n/a
721,female,n/a,straight
722,male,brown,wavy
723,male,black,straight
726,female,black,wavy
727,male,black,n/a
729,male,brown,straight
731,male,brown,wavy
735,female,brown,wavy
736,female,brown,wavy
737,female,black,wavy
739,female,n/a,n/a
740,female,brown,wavy
741,female,n/a,n/a
742,female,black,straight
743,male,n/a,n/a
744,male,black,wavy
745,female,n/a,n/a
746,male,n/a,n/a
750,female,blond,straight
753,female,n/a,n/a
754,male,brown,wavy
757,female,black,straight
758,female,blond,wavy
759,female,brown,n/a
760,female,n/a,n/a
761,female,n/a,n/a
763,female,black,straight
764,female,n/a,n/a
766,female,brown,wavy
767,male,n/a,n/a
768,female,n/a,wavy
770,male,n/a,n/a
771,female,n/a,n/a
772,male,black,straight
773,female,black,wavy
774,male,brown,straight
778,male,gray,n/a
779,male,black,n/a
780,female,n/a,wavy
781,female,n/a,n/a
782,female,n/a,wavy
783,male,black,n/a
784,female,black,n/a
785,female,brown,wavy
790,male,blond,n/a
792,female,black,wavy
793,female,n/a,n/a
795,female,brown,wavy
796,male,brown,wavy
797,male,gray,n/a
798,female,n/a,wavy
799,female,blond,wavy
800,male,n/a,wavy
801,female,n/a,n/a
802,male,n/a,n/a
803,female,blond,straight
805,female,brown,straight
806,female,brown,n/a
807,male,black,n/a
810,female,n/a,n/a
812,male,black,n/a
813,female,n/a,n/a
815,male,black,n/a
816,female,gray,n/a
818,female,blond,n/a
820,female,n/a,wavy
821,female,blond,n/a
822,female,n/a,n/a
823,female,blond,straight
824,male,black,n/a
825,male,n/a,straight
827,female,brown,straight
828,male,black,straight
829,male,black,straight
830,female,black,wavy
832,male,n/a,n/a
833,female,brown,n/a
834,female,blond,wavy
835,male,n/a,n/a
836,female,blond,wavy
837,male,n/a,straight
838,female,n/a,wavy
839,female,n/a,wavy
842,male,n/a,n/a
845,male,gray,bald
846,female,black,n/a
847,male,black,straight
848,female,n/a,n/a
849,male,n/a,n/a
853,female,n/a,straight
854,male,brown,wavy
855,female,blond,wavy
856,female,blond,wavy
857,male,n/a,n/a
858,male,black,straight
859,male,black,n/a
861,female,brown,wavy
865,female,n/a,n/a
866,female,gray,n/a
867,female,n/a,wavy
868,female,n/a,wavy
869,female,black,wavy
870,female,blond,wavy
871,female,blond,straight
873,female,brown,straight
874,male,black,straight
875,female,brown,wavy
876,female,brown,wavy
878,male,black,straight
879,female,n/a,n/a
880,male,n/a,n/a
881,female,n/a,n/a
882,female,black,wavy
883,female,n/a,wavy
884,male,black,straight
885,male,n/a,n/a
888,male,black,n/a
889,female,brown,wavy
890,female,gray,wavy
892,female,n/a,wavy
893,female,blond,wavy
894,female,blond,wavy
895,female,brown,wavy
896,female,n/a,straight
897,male,n/a,straight
898,female,gray,n/a
899,female,n/a,straight
900,female,n/a,wavy
902,male,gray,n/a
907,male,black,n/a
909,female,n/a,wavy
910,male,gray,wavy
912,male,brown,wavy
913,female,black,n/a
914,male,gray,n/a
915,female,n/a,n/a
916,female,blond,straight
917,female,blond,n/a
918,female,brown,n/a
919,female,brown,wavy
920,female,n/a,n/a
921,female,black,wavy
922,male,n/a,n/a
924,female,n/a,wavy
925,male,bald,bald
926,female,black,wavy
927,male,brown,wavy
928,female,black,wavy
931,female,brown,n/a
933,female,n/a,straight
934,male,brown,straight
936,female,brown,n/a
938,female,blond,wavy
939,female,n/a,wavy
940,female,blond,n/a
941,female,brown,n/a
942,female,blond,wavy
944,female,blond,n/a
945,male,brown,straight
946,female,blond,n/a
949,female,blond,n/a
953,male,black,straight
954,female,blond,wavy
955,female,brown,straight
956,male,n/a,n/a
957,male,gray,n/a
958,male,n/a,n/a
959,male,brown,n/a
960,female,n/a,n/a
961,male,black,wavy
962,female,black,n/a
966,female,n/a,n/a
967,female,brown,n/a
968,male,gray,bald
969,female,blond,n/a
970,male,n/a,n/a
972,male,n/a,straight
974,male,brown,n/a
976,male,brown,n/a
977,male,n/a,n/a
980,female,n/a,n/a
982,male,black,straight
983,female,n/a,n/a
984,female,blond,wavy
985,female,blond,wavy
988,female,black,wavy
989,male,black,straight
990,female,black,straight
991,male,brown,n/a
995,female,blond,n/a
996,female,blond,n/a
997,female,blond,wavy
998,male,n/a,n/a
999,female,n/a,wavy
1002,female,n/a,straight
1004,female,n/a,wavy
1006,female,n/a,wavy
1008,female,brown,straight
1009,female,n/a,wavy
1010,female,n/a,wavy
1012,female,brown,wavy
1013,female,blond,wavy
1017,female,n/a,wavy
1018,female,blond,wavy
1019,male,brown,wavy
1020,female,brown,wavy
1022,female,n/a,wavy
1023,female,black,straight
1024,female,n/a,n/a
1025,female,black,n/a
1027,female,gray,n/a
1029,male,n/a,n/a
1030,female,n/a,n/a
1031,male,brown,n/a
1033,female,n/a,n/a
1034,male,n/a,n/a
1035,male,n/a,n/a
1036,female,black,straight
1038,female,brown,wavy
1039,female,brown,wavy
1041,female,black,wavy
1042,female,blond,wavy
1046,male,brown,straight
1047,male,brown,n/a
1048,female,black,n/a
1049,female,blond,wavy
1051,male,n/a,n/a
1052,male,black,n/a
1056,male,n/a,n/a
1057,female,brown,wavy
1058,male,n/a,n/a
1060,female,blond,wavy
1061,female,brown,n/a
1063,female,blond,wavy
1066,female,black,straight
1067,female,brown,wavy
1069,female,brown,wavy
1070,female,black,wavy
1072,female,blond,n/a
1074,female,brown,wavy
1075,female,n/a,n/a
1077,female,n/a,n/a
1078,male,black,wavy
1079,female,n/a,wavy
1080,female,brown,n/a
1082,female,gray,wavy
1083,female,blond,wavy
1084,female,black,wavy
1089,female,blond,straight
1091,male,n/a,n/a
1094,male,brown,straight
1095,male,n/a,n/a
1096,female,black,straight
1101,female,blond,n/a
1102,female,black,straight
1103,male,n/a,n/a
1105,male,n/a,wavy
1106,female,n/a,n/a
1107,female,n/a,wavy
1108,male,gray,straight
1109,female,n/a,n/a
1111,female,blond,wavy
1116,male,bald,bald
1118,female,brown,wavy
1121,female,blond,n/a
1123,female,black,straight
1127,female,n/a,n/a
1128,female,blond,wavy
1129,female,brown,wavy
1130,female,blond,straight
1131,female,brown,wavy
1135,male,brown,straight
1137,female,n/a,straight
1141,female,brown,wavy
1142,male,n/a,n/a
1144,female,n/a,wavy
1145,female,black,n/a
1146,male,black,wavy
1148,male,bald,bald
1149,female,brown,n/a
1150,female,n/a,wavy
1151,female,blond,wavy
1152,female,n/a,wavy
1155,female,n/a,n/a
1156,female,blond,wavy
1157,female,black,n/a
1159,male,n/a,n/a
1160,male,n/a,wavy
1161,male,brown,n/a
1162,male,n/a,n/a
1163,male,black,n/a
1167,male,black,straight
1168,male,black,n/a
1169,male,n/a,n/a
1170,male,black,n/a
1172,male,black,n/a
1173,female,brown,wavy
1174,female,n/a,n/a
1177,female,black,n/a
1180,female,n/a,straight
1182,female,n/a,n/a
1185,female,brown,wavy
1188,male,gray,wavy
1190,female,black,n/a
1192,male,blond,wavy
1193,female,brown,n/a
1196,male,n/a,n/a
1197,female,brown,n/a
1198,male,black,straight
1199,female,blond,straight
1200,male,black,straight
1201,female,black,straight
1202,female,black,n/a
1204,female,black,n/a
1205,male,brown,wavy
1206,male,bald,bald
1208,male,n/a,n/a
1209,male,brown,straight
1210,female,n/a,n/a
1212,male,n/a,wavy
1213,female,n/a,wavy
1216,male,black,n/a
1217,female,n/a,straight
1219,male,brown,n/a
1220,female,n/a,straight
1221,male,black,n/a
1222,female,brown,wavy
1224,male,brown,straight
1227,male,n/a,n/a
1228,male,brown,straight
1229,male,brown,wavy
1230,male,black,n/a
1231,female,black,wavy
1232,female,n/a,n/a
1233,female,blond,wavy
1234,female,n/a,wavy
1235,female,n/a,wavy
1236,male,gray,straight
1237,female,black,n/a
1238,male,n/a,n/a
1239,male,n/a,n/a
1242,male,gray,straight
1243,female,brown,wavy
1244,male,brown,straight
1245,female,n/a,straight
1246,male,black,n/a
1249,male,black,straight
1250,female,brown,n/a
1252,male,brown,straight
1255,male,n/a,n/a
1256,male,n/a,n/a
1257,male,gray,n/a
1259,male,brown,wavy
1260,female,blond,wavy
1264,female,blond,n/a
1265,male,black,n/a
1267,female,n/a,n/a
1269,male,gray,bald
1270,female,blond,n/a
1271,male,n/a,n/a
1272,male,n/a,n/a
1273,female,blond,n/a
1274,male,n/a,wavy
1276,female,n/a,n/a
1277,female,blond,straight
1278,male,black,n/a
1279,female,blond,wavy
1282,male,n/a,wavy
1283,female,blond,n/a
1284,female,blond,wavy
1285,male,n/a,n/a
1286,female,blond,n/a
1287,male,black,straight
1288,female,n/a,n/a
1289,male,n/a,straight
1291,female,blond,straight
1294,female,n/a,n/a
1295,female,n/a,n/a
1296,female,black,n/a
1297,female,n/a,n/a
1298,male,n/a,straight
1300,female,brown,wavy
1301,male,black,n/a
1303,female,blond,n/a
1304,female,blond,wavy
1305,female,black,n/a
1307,male,brown,wavy
1308,male,n/a,n/a
1309,male,gray,n/a
1310,female,black,wavy
1313,male,n/a,n/a
1314,female,brown,n/a
1315,male,black,wavy
1316,female,black,wavy
1317,female,blond,wavy
1318,female,brown,wavy
1320,female,n/a,n/a
1321,male,bald,bald
1323,male,n/a,n/a
1324,male,brown,n/a
1325,female,black,n/a
1327,female,n/a,wavy
1330,female,black,n/a
1331,female,n/a,n/a
1332,female,n/a,straight
1333,female,n/a,straight
1334,male,n/a,straight
1337,male,gray,n/a
1338,male,n/a,wavy
1342,male,n/a,straight
1345,female,brown,n/a
1346,female,blond,n/a
1347,female,brown,wavy
1351,male,black,n/a
1352,female,brown,wavy
1354,female,brown,wavy
1358,female,blond,wavy
1359,female,black,straight
1360,female,brown,straight
1361,female,black,wavy
1362,female,n/a,wavy
1363,female,blond,wavy
1364,female,black,straight
1365,female,blond,wavy
1367,male,bald,bald
1368,male,n/a,straight
1369,male,brown,straight
1371,male,gray,n/a
1372,female,brown,n/a
1373,female,n/a,wavy
1374,female,n/a,wavy
1375,female,brown,straight
1376,female,black,n/a
1377,female,n/a,wavy
1379,female,black,straight
1380,male,brown,n/a
1382,male,bald,bald
1383,female,black,wavy
1385,male,black,n/a
1386,female,n/a,wavy
1387,male,brown,straight
1388,female,blond,straight
1389,female,n/a,wavy
1390,female,blond,wavy
1391,female,n/a,n/a
1392,male,gray,n/a
1393,male,black,n/a
1395,male,n/a,straight
1396,female,black,wavy
1397,male,bald,bald
1398,male,black,n/a
1399,male,bald,bald
1401,female,black,wavy
1402,female,n/a,wavy
1403,female,n/a,n/a
1404,female,n/a,straight
1405,female,brown,wavy
1406,female,black,wavy
1407,male,brown,wavy
1408,female,blond,n/a
1410,female,n/a,wavy
1411,female,brown,wavy
1412,male,brown,wavy
1413,male,brown,straight
1414,female,n/a,n/a
1415,female,black,straight
1416,male,n/a,wavy
1419,male,gray,n/a
1420,female,n/a,straight
1422,male,black,straight
1423,male,n/a,n/a
1424,female,blond,wavy
1426,male,n/a,straight
1427,female,blond,n/a
1428,female,n/a,n/a
1431,male,gray,wavy
1432,female,black,n/a
1433,female,n/a,wavy
1434,male,black,straight
1435,female,n/a,wavy
1436,female,blond,straight
1437,female,n/a,straight
1439,male,n/a,straight
1441,female,n/a,wavy
1443,male,black,n/a
1444,male,n/a,n/a
1446,female,blond,n/a
1448,female,black,n/a
1449,male,n/a,straight
1451,male,n/a,n/a
1452,male,n/a,wavy
1453,female,n/a,wavy
1455,male,black,n/a
1457,male,black,n/a
1458,female,blond,wavy
1459,female,n/a,n/a
1461,female,blond,wavy
1464,female,n/a,wavy
1465,female,n/a,n/a
1470,male,bald,bald
1471,female,brown,wavy
1472,female,n/a,straight
1473,male,black,n/a
1474,female,blond,wavy
1475,male,n/a,n/a
1476,male,black,straight
1477,female,n/a,n/a
1478,female,black,wavy
1480,female,black,n/a
1481,female,brown,wavy
1482,male,gray,n/a
1483,female,brown,wavy
1484,male,n/a,n/a
1485,female,brown,wavy
1488,male,n/a,straight
1489,male,black,bald
1490,female,brown,straight
1491,female,black,n/a
1492,female,brown,n/a
1494,female,brown,wavy
1495,female,blond,n/a
1497,female,brown,wavy
1498,female,blond,straight
1499,female,blond,n/a
1502,female,n/a,n/a
1503,female,brown,n/a
1504,female,brown,n/a
1506,female,blond,straight
1508,female,brown,wavy
1511,female,black,wavy
1513,male,black,straight
1516,male,black,n/a
1517,female,n/a,straight
1518,male,bald,bald
1520,female,n/a,wavy
1521,female,n/a,wavy
1524,female,blond,wavy
1525,male,black,n/a
1526,male,black,straight
1528,male,black,n/a
1529,male,brown,wavy
1531,female,brown,wavy
1534,female,brown,wavy
1535,female,n/a,n/a
1536,female,blond,wavy
1537,male,black,n/a
1539,male,n/a,straight
1540,male,n/a,n/a
1542,male,gray,n/a
1543,female,black,n/a
1545,female,n/a,wavy
1546,male,black,wavy
1548,female,brown,wavy
1552,female,n/a,wavy
1555,male,black,wavy
1556,male,black,n/a
1557,male,black,straight
1558,female,black,wavy
1559,female,brown,straight
1560,female,n/a,straight
1561,male,black,n/a
1563,female,n/a,n/a
1564,male,n/a,n/a
1566,female,blond,wavy
1568,female,n/a,straight
1569,female,brown,n/a
1570,male,n/a,n/a
1571,female,black,straight
1572,male,n/a,straight
1574,female,blond,wavy
1575,female,blond,straight
1576,male,gray,straight
1577,male,n/a,straight
1579,male,black,straight
1580,male,n/a,straight
1582,male,black,straight
1584,female,n/a,wavy
1586,female,blond,wavy
1587,male,black,wavy
1588,male,blond,wavy
1591,female,n/a,n/a
1592,female,brown,n/a
1593,female,n/a,wavy
1594,female,n/a,n/a
1598,male,black,straight
1599,female,n/a,n/a
1600,male,brown,wavy
1601,female,n/a,n/a
1602,female,n/a,wavy
1603,female,gray,n/a
1606,female,blond,wavy
1607,female,n/a,wavy
1609,female,brown,n/a
1611,female,black,wavy
1613,female,n/a,n/a
1614,male,n/a,straight
1616,male,brown,n/a
1618,female,blond,wavy
1620,female,n/a,wavy
1621,female,black,wavy
1623,female,black,wavy
1624,male,gray,n/a
1625,female,black,n/a
1626,male,black,wavy
1627,female,n/a,n/a
1628,female,n/a,n/a
1629,male,n/a,n/a
1630,female,brown,wavy
1631,male,black,n/a
1632,male,black,n/a
1633,male,gray,straight
1635,male,n/a,straight
1637,female,black,n/a
1638,female,brown,n/a
1639,male,black,straight
1643,female,n/a,straight
1644,female,brown,wavy
1645,male,n/a,n/a
1646,female,brown,wavy
1647,female,brown,wavy
1648,female,black,straight
1649,female,blond,wavy
1650,female,n/a,wavy
1652,female,n/a,straight
1653,male,brown,straight
1654,male,gray,bald
1657,female,blond,wavy
1659,female,n/a,n/a
1661,female,brown,wavy
1662,female,n/a,wavy
1663,female,n/a,wavy
1664,female,brown,wavy
1665,male,black,n/a
1666,female,n/a,wavy
1667,female,brown,wavy
1668,male,bald,bald
1669,female,n/a,wavy
1671,female,blond,wavy
1672,female,brown,wavy
1675,female,black,wavy
1678,male,gray,wavy
1680,female,brown,n/a
1681,female,black,wavy
1682,female,blond,wavy
1683,male,bald,bald
1685,female,blond,wavy
1692,male,black,straight
1694,female,brown,wavy
1695,female,brown,wavy
1696,female,blond,wavy
1698,male,n/a,n/a
1700,male,n/a,n/a
1701,female,brown,n/a
1703,female,black,n/a
1704,female,blond,n/a
1705,male,bald,bald
1706,female,brown,n/a
1707,female,n/a,wavy
1708,female,n/a,straight
1711,male,n/a,wavy
1712,female,black,straight
1713,female,n/a,wavy
1716,male,gray,n/a
1717,female,black,wavy
1718,female,brown,wavy
1722,male,black,n/a
1726,female,black,n/a
1727,male,black,n/a
1728,male,brown,wavy
1731,female,blond,wavy
1732,female,brown,wavy
1734,male,n/a,n/a
1735,female,n/a,wavy
1736,female,n/a,straight
1737,male,n/a,n/a
1738,female,blond,wavy
1739,male,black,n/a
1741,male,gray,bald
1742,female,black,straight
1743,female,blond,wavy
1745,female,blond,straight
1746,female,brown,wavy
1747,female,brown,n/a
1748,male,black,n/a
1749,male,n/a,straight
1751,female,n/a,straight
1752,female,brown,straight
1753,male,gray,n/a
1759,female,black,wavy
1761,female,brown,straight
1762,male,n/a,n/a
1763,female,blond,n/a
1765,male,bald,bald
1766,male,black,n/a
1768,female,brown,straight
1770,female,brown,wavy
1772,male,n/a,n/a
1773,female,brown,wavy
1774,male,blond,n/a
1777,female,n/a,n/a
1779,male,gray,n/a
1780,male,gray,n/a
1781,male,black,n/a
1783,female,brown,straight
1784,female,n/a,n/a
1788,female,n/a,wavy
1789,male,black,wavy
1790,male,black,n/a
1794,female,black,n/a
1795,female,black,wavy
1796,male,black,n/a
1797,female,brown,straight
1799,male,black,n/a
1800,male,n/a,n/a
1802,male,black,n/a
1803,male,n/a,n/a
1805,female,brown,wavy
1806,female,blond,n/a
1807,male,n/a,n/a
1809,female,brown,wavy
1810,female,black,n/a
1814,male,black,n/a
1815,female,blond,wavy
1816,female,blond,straight
1817,female,blond,wavy
1818,male,n/a,n/a
1819,female,n/a,straight
1823,female,brown,wavy
1825,male,brown,straight
1826,female,brown,straight
1827,female,n/a,wavy
1828,female,black,n/a
1829,male,n/a,straight
1831,male,n/a,n/a
1833,female,brown,wavy
1835,female,n/a,n/a
1836,male,black,n/a
1837,male,black,n/a
1839,female,black,n/a
1840,male,black,wavy
1841,male,n/a,wavy
1843,female,brown,straight
1846,female,brown,n/a
1848,female,black,wavy
1850,female,n/a,n/a
1852,female,brown,straight
1853,male,brown,straight
1855,female,brown,wavy
1856,male,black,wavy
1857,female,n/a,straight
1858,male,n/a,wavy
1859,female,black,wavy
1860,female,brown,wavy
1861,female,black,wavy
1862,female,blond,n/a
1863,female,n/a,n/a
1864,female,n/a,n/a
1866,male,brown,wavy
1868,female,n/a,n/a
1869,male,brown,n/a
1870,female,n/a,wavy
1871,female,brown,straight
1873,male,black,straight
1874,male,black,wavy
1880,female,blond,straight
1882,female,brown,straight
1883,female,n/a,n/a
1884,male,black,straight
